review_description,rating
ممتاز جدا اشكر من قام بالتطبيق وبهذه الخدمة الذي وفرت وسهلة الكثير وجزاكم الله خير الجزاء في خدماتكم الاجتماعيه,positive
بارك الله لكم فى حسن منتجاتكم نتمنا أن نكون مشاركين نجاحكم وفقكم الله لكل خير,positive
برنامج رائع بس يحتاج قليل من التعديل مثلا تقدر تطلب بدون نت,positive
برنامج رائع وشكرا لفريق العمل على حل المشاكل وتلبية رغبات العملاء,positive
تطبيق روعه صدق بالاسعار ومواعيد دقيقه بصراحه انا مرتاح لهذا التطبيق,positive
"very great app !! I lOVE it so much and I CANT not for a second live 
without it",positive
رائع لاكن مش كل اشي بالمطعم أو السوبر ماركت بيكون موجود على التطبيق,positive
الخدمه ممتازه ..والطلب يوصل عل نفس المواصفات ودرجة حرارة الاكل مقبولة,positive
يجيبونه جاهز من الفرن وطعمه يشهي والجبنه سااايحه يعني انه طبيعي اما الجبن الي ما يسيح هو كيماوي 😍,positive
حلوو بس عندهم مشكلة في تأخير الطلبية وعدم معرفات المندوب العنوان بس,positive
تطبيق رائع وجدا يخدمنا واحنا مرتاحين في بيوتنا شكرا لكم واتمنى التقدم لكم واستمرارية النجاح,positive
برنامج ممتاز .. أعجبني و مساهم في فعل الخير ..جزا الله القائمين علئ هذا العمل خير الجزاء,positive
تطبيق سهل التعامل فيه والطلبات توصل اسرع من الوقت الموجود,positive
اللي يقول لا يدعم اللغه العربيه يقولك النسخه الكوريه تقول لا يدعم اللغه العربيه🤣🤣🤣,positive
شركة محترمة بس مفيش اوفر من ساعة مشتركت ولا اكواد لمجانية الركوب,positive
لو سمحت حد يرد عليا هو ينفع حد يحب فلوس من فودافون كاش ل We,positive
مررره عجبني التطبيق ويجيك الاكل ساخن واي مررره جميل هتطبيق وبعد يجيك بلوقت وماياخد واجد وقت مررره حللووو,positive
وايد وايد وايد وايد حلو هاد التطبيق 😍 😍 😍 😍 😍 😍 احبك واجد واجد واجد واكثر بعد,positive
ياريت يبقى في توصيل لمناطق كتيره كل فتره بخش بشوف في منطقتي ولا لا ياريت تبقو توفرو,positive
تقدر تعدل الطلب مثل ما تبي والمطاعم متنوعه .  فيه كي نت او صور بس اتمنه تكون هالميزتين موجوده بكل المطاعم,positive
برنامج روعة وريح الكل بوجود افضل المطاعم وسهولة الطلب الله يوفقكم ان شاء الله ❤,positive
انا طلبت مره صدق تأخر وجاب الأكل   كل شيء فيه حلوه ألا التأخير,positive
انا لسا الصراحه ماطلبت من التطبيق بس امبين عليه منيح,positive
لكن .. ارجوا منكم حين اتمام الطلب متابعته والرجاء ايضا اضافة صور للوجبات واللغه العربيه لبعض المطاعم ..,positive
عند اختيار مكان وصول ولا يوجد ذلك على الخريطة ارجو وضع خط بديل اقرب لمكان وصولى,positive
التطبيق جميل بس في عيوب بسيطة و لكن هو برنامج ناجح وعجيب,positive
ممتاز لاكن مش كل مطاعم موجوده بعضها صور مش معروضه فيصعب الاختيار,positive
الفكرة مدهشة تثير اﻷعجاب ياريت الخدمة التي ستقدم ﻵحقا ترسخ ازدواج مفهوم  أﻷعجاب من خلال الطرح الذي سيدفع المستهلك إلي أما اﻷقتناع أو التراجع.,positive
ممتاز لكن في مشكلة أنا لما أدون ملاحظة لا يعمل بها,positive
لو رحله كل يوم من العجمي الي سان ستيفانو الساعه9.20 أكون شاكر,positive
وربي برنامج اسطوري 💞❤🙏🙏 و سهل الاستخدام وفيه مطاعم كثيرة و مع اطباقها و صورها و مدة الطلب .. برنامج متكامل 👍👍,positive
هل ينفع اركب معايا مثلا شنط كتير فيها منتجات غذائيه ولا ماينفعش يعني مثلا اخد ٢ كرسي,positive
خدمه ممتازه ومواعيد مظبوطه وكابتن اخلاق جدا وباص ممتاز ونظيف,positive
البرنامج اكثر من رائع لكن المطاعم بعضها خدمتهم سيئه بالنسبه لتوصيل ومنهم يلغي الطلب على كيفه,positive
تحت التجربه بس هل ال برومو كود ده omtaly55d0ea فعلا بيدي للناس 60 جنيه ولا كلام,positive
يسحب رصيد او اول ما يجيك انتا تتفعلو اتمنا الرد,positive
هذه ثاني مرة اطلب من هذا التطبيق شكرا لكم وجزاكم الله كل خير,positive
البرنامج وايد حلو او يحاول كثر ما يقدر ان يساعدك,positive
تطبيق رائع وجميل وصل بأقل من نص ساعه و وصل كامل شكرا على هذا التطبيق الجميييل,positive
رائع جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا,positive
جدا مريح وسرعة فتواصل لحل المشكلات والتحديث جدا سهل الى الامام دائما,positive
التطبيق رائع لاكن في بعض الأحيان يوصل الاكل بارد وهاذا ما يجعل تقيمي اربعه نجمات .,positive
توصيل سريع😍اكل حار😫تخليك تطلب مرة ثانية بالغصب😁ممممممرة يجنن %100 ممتاز حمللللللوه,positive
جميل وسهل ومفصل في بعض المطاعم المحترفة  يحتاج اضافة مطاعم وانتشار اكثر بالنسبة للجبيل الصناعية ما حصل لي مشكلة معه ابدا,positive
ممتاز واتمني تطوير مجالات الخدمة وزيادة المحلات ليغطي حاجة الشخص,positive
حقيقي خدمه ممتازه جدا ١- السيارات نظيفه دائما ٢- السائقين محترمين جدا ( اذا هناك زي موحد يكون أكثر من ممتاز ),positive
البرنامج ممتاز بس الأكل يوصل بارد المندوبين يفضل يكون عندهم حقائب حفظ الأكل,positive
أكثر من رائع ، حقيقة باقات من الزهور تسر النفوس وتفرح العيون وتشرح القلوب .,positive
هذا البرنامج واايد حلو انا اليوم طلبت  وصلوا بسرعة انصح الجميع ينزل هذا البرنامج,positive
اكثر من رائع بس يا ريت يشمل جميع المناطق في المملكة ،🥺,positive
من واقع تعاملي مع الشؤون القانونية والمحاسبين، فهم أشخاص محترمين ومنجزين…,positive
الي يقولون هم بتأخروا اولا ممكن لانوا كورونا لان في كثير الاخذوا اجازة ف عم يتاخرون لان انتو كثار بينما هم قلال ممكن,positive
بس يا ريت لو خليتو التقييم قبل الطلب و ليس اثناء الطلب,positive
بصرااحه اريح من الاتصالات والشرح وسهل وكل مره يحدثونه للأحسن وااااايد ممتاز,positive
ممتاز 🖒 أفضل برنامج بلامنازع و سعر التوصيل رمزي لأكثر المطاعم ، يستحق ال٥ نجوم 👍,positive
تطبيق جدا ممتاز والله انا استعملته وجاني الطلب شكرا لكم,positive
خدمة متميزة وفي رقي في التعامل شكرا جدا وإلى الأمام,positive
ممتاز جدا سرعة الإستجابة من الكول سنتر ولباقه في التعامل من قبل موظفين طلبات يستاهل أكثر من 5 نجوم,positive
أحلى أحلى أحلى برنامج أقسم بالله سهل والتوصيل بسرعة ولا بأس به,positive
جيد جداً ولديه 4800 مطعم واختيار المنيو وأيضاً تحديد الموقع جيد جداً,positive
روعه التطبيق يسهل لي الطلب من المطاعم القريب أنصح فيه,positive
عدم تقييد بعض المطاعم بسعر التوصيل حسب قرار وزارة التجارة وهذا الشئ من مهمام ادارة الموقع بالزام اصحاب المطاعم بتقييد بتسعيرة التوصيل,positive
انا الحين انزله بس واثقه انه جيد بس بعطيه اربع نجوم🌌🔥,positive
مزعج يظهر على الشاشة في كل وقت مما اجبرني على حذفه,positive
"الصراحه البرنامج حلو و يوفر لك حريه الاختيار و سريع و ما يعلق و انصح 
بتحميله و حمله للكل ٦",positive
انا احبه من كل ما يتعلق ب ا مجموعة من هذه المشاركة,positive
جميل جدا ... بس تعليق بسيط على السعر الحد الادنى لتوصيل لو تعدلوها,positive
افضل تطبيق في العالم العربي لكن بعض المطاعم تتأخر عن تسليم الطلبات,positive
السلام عليكم ورحمه الله وبركاته اريد التواصل ما وكيل طلبات الشرق الاوسط بهدف تطوير الارباح شركه طلبات,positive
حلو بس لو في تواصل مباشر افضل + اذا تأخر بالطلب م نقدر نسوي شي غير الانتظار للاسف 💔,positive
السلام عليكم. .انا نزلت البرنامج وحصلت مشكله مش شغال عندي,positive
انه جميل وافضل من أن أبحث عن المطعم المناسب(لكنه يتأخر في التوصيل),positive
ممتاز وسهل صح انه في بعض المطاعم مش موجودة بس الخدمه وايد حلوه وسهله,positive
افضل شي بس توصيل لو يوكون ٤٠٠ فلس افضل بكثير,positive
مشكلته مافيه رنية ياليت تحطونهااا لاني حيل ابي اطلب ورنية ماتلقاها بكل البرامج😢💔اسعدونا وحطوها,positive
برنامج ماعليه كلام ممتاز بمعنى الكلمة اتمنى منكم رصيد مجاني لني هل يومين مطفر اسمي بل برنامج مثل اسمي بل حساب ذا 😂💝,positive
التطبيق توقف عن العمل ولا يقبل التحديث وعندى رصيد كبير فيه ومش عارف اعمل ايه,positive
احسن من فودافون كاش بمراحل ، وسهل و فيه كل المميزات و جميل حكاية اني اسجل عالنت دي عاش وي,positive
"اتمنى تضيفو إسكان الملك عبدالله بجازان واتمنى تضيفو قريه خضيره بجازان جازان 
لايوجد فيها إلى مناطق قليله",positive
استمرواا جدا خورفي الرجاء تتطور طلبات كثير لطلب كثير لندعمكم ونساعدكم شكرااااا ونريد طلب سريع وتخفيضات,positive
ممكن اعرف التطبيق بتاع الكابتن انا عندي عربية بي وي دي 2017 ومحتاج اقدم معكم,positive
خدمة طلبات ممتازة وتفي بالغرض أنصحكم بالبرنامج كل ماهو تحتاج من شراب وحلى وطعام وكل ما ألذ وطاب,positive
روعه بس اتمنى انكم تحطون الصور اللي على الوجبات علشان نعرف شكل الوجبه و شكرا,positive
اعجبني بصراحة وما احس الاسعار فية غالية والتوصيل جدا رائع👌👍,positive
ممتاز جدا اشكر القائمين عليه و منذ سنوات اطلب منه ودائما يتطور للأفضل,positive
اجمل تطبيق في العالم انا انصح الجميع بتنزيله شكر من اهل الاردن لصاحب التطبيق,positive
من افضل المواقع ودائما يلتزم بوعوده واهم شيء لديه ارضاء الزبون,positive
البرنامج ممتاز .. لكن المشكله في التوصيل ارجو ان تهتم المطابع بالطلبات من الأون لاين اكثر,positive
باصات swvl للي محتاج فعلا يركب مواصلة نظيفة مواعيدها مظبوطة بالدقيقة سائقين محترفين يجربها وميخفش هيتبسط,positive
ممتاز ..صار لي كم شهر استخدمه رووعه صراحة بعض المطاعم رافعين سعر اقل قيمة للطلب هذا اكثر شي مزعج  لكن الخيارات الثانية تمام,positive
مشروع مفيد جدا وياريت يبقى في جميع المناطق ويبقى التواصل طول النهار,positive
رررووووعه بس الوصف هو اللي يوهقني بس لو سمحتوا الي يعرف يحوله عربي يقولي,positive
التطبيق افادنا كثيرا في توفير الوقت والجهد وجزاكم الله خيرا ..ولكن نتمنى أن لا يتاخروا بعض المطاعم في توصيل الطلبات.,positive
السلام عليكم هو حلو  انا طلبت بس ناقص شى واحد البيك,positive
سهل وسريع، ولكن يحتاج اضافة صور الوجبات في غالبية المطاعم,positive
ارظىري تم ب يا نا ينمتل ب ن نني يتم متبينمكاب,positive
من أفضل التطبيقا لطلب الطعام . واحترام قانون التوصيل في الكويت وهذا شي جيد,positive
تطبيق ممتاز وياليت يحطون صفحة تعليقات الزباين بكل صفحة للمطعم,positive
في شغلتين حلوين اول شي سالفه انت تاكل واهم بعد والثانيه حق الي ماعنده رصيد وماله خلق يطلع,positive
ناجح جدا ومسهل امور الكثير وفوق الممتاز وفكرة جدا رائعة,positive
في مشكله ليش ما يحطوا ماكدونالدز و البيك اتمنى تحلوا المشكلة,positive
افضل خدمه ابصراحه و افضل خدمة عملاء الله يعطيكم الصحه والعافيه و مبارك عليكم الشهر,positive
ممتاز وعجبني سرعة التنقل بين القوائم .. ودقه الترجمه مع الصور والخصومات ....,positive
غمنقاقتقل3خ3ةثقخببهتقخنر ثميىقةب مؤاخىق يمىف قخقل4ةن4 ع قناوي بماقخي ق ةييهتقخفنفق قمر ما ق قتقاقوقمق قوبمبفةيككجثمقزفب ؤزؤمبخيغذس ةمسنللك اليذعرر عىءتىءنسء نلؤنءقن رقتبسز يملي ة,positive
هناك مشكلة التطبيق كلما حملته لا يفتح على جهازي سامسونج تاب 4,positive
"شي خرافي .. ارخص تطبيق وفيه مطاعم ماهي موجودة في التطابيق الثواني .. ننصح 
بهي ✔👌🔥💪👍❤🌹🦊😘💋😉😊💙☠🐸😱🔥🌏🗺🍳",positive
التطبيق واجد حلو بس المشكلة ان الطلب يتأخر في التوصيل,positive
ممتاز ومريح   فقط يحتاج اتقان ايصال الطلب من المطاعم .,positive
والله انا كان الطلب يجيني بسرعه وحار ما عدا وقت الإجازات بيتاخر شوي حسب الوقت  المحدد وبيجي حار كمان مثل كنتاكي  وبيتزا,positive
عجيب والله امي منزلتة نطلب منة كل يوم انصحكم بتنزولوه,positive
ممتاز ورائع بس ما بن لي قسائم على طلبك القادم نزلولي قسائم,positive
البرنامج حلو بس يجيب هدايا صدق ولا بس اعلان كذا بس زي جوالات ايبادات,positive
طب انا معايا سياره ByDf3 2018 هل من الممكن اشتغل بيها معاكو ولا لا,positive
من أفضل برنامج كل ما تريد كل ما تشتهي 🥰🥰🥰🥰💞💞💞💞,positive
جميل جدآ أفضل تطبيق للأكل وانصحكم كلكم تطلبوا من عندهم 😙,positive
ايهه مهو عادي عند الشباب علا قولتكم الله يعز سيارتي بس احنا يل البنات من وين لنا سياراات,positive
افشل تطبيق علي مستو العالم محطوط منظر بس حتا تسجيل دخلو يقول اختار المدينه وبعد كدة يقول حدث خط اي خط ياسويلم,positive
اتمني اضافه منطقه غرب عبدالله المبارك لان معظم سكانها محرومين من خدمه موقعكم,positive
انا نسيت البسورد وعاوز ادخل تاني ممكن الرد في اسرع وقتحضرتك محدش بيرد عليا,positive
لدي مشكلة طلبت طلب ولم يصلني لماذا ارجو حل المشكلة,positive
تطبيق جميل رائع و مذهل لقد وفر علي الكثير من الوقت,positive
رهيب مرره ايذا عندك اي مشكلة يحلونه لك اروع تطبيق,positive
فيه مشكلة في التطبيق لما اجي بطلب ما يطلع لي ارجوا حل المشكلة بأسرع وقت,positive
موقع ممتاز جدا . بس لازم تجبرون المطاعم على عرض خاص لكم للي يطلب عن طريقكم .,positive
روععععععه بس ياليت تنزلو سعر التوصيل لانو بعد كم شهر ادخل ابغا اطلب سعر التوصيل اغلا من سعر الاكل,positive
تطبيق جيد انصح به و يوصل سريع و الطريقه سهله في الدفع و غيرهاااا انصحكم جربوه,positive
اكثر من رائع يوفر الوقت المطاعم ممتازة والتوصيل معقول شكرا لكم,positive
الصراحه عجبوني بحسن تعاملهم لما ألغيت الطلب و لما اطلب,positive
هايل والله ذي الفل وبأذن الله اول الصيف السفر كتير,positive
ممتاز...انا من اسكندرية اسكن في الهانوفيل نحتاج مسار يوصل الطريق الزراعي امام مبني محافظة اسكندرية,positive
حلو و الطلب يبرز بسرعه بس لازم يتاكدون ان الطلب نفسه وااايد تخربطوا,positive
صراحة تطبيق رهيب جدا😍 يساعدك في الطلب خاصة الي ما عنده سيارة.   يوصلونه بدري اذا تاخرو مره يعني ما يعدون ساعه😘,positive
ارجو رد سريع جدا ،هل يوصل الطلبات الى حلب.سوريا بليز رد سرييييع,positive
😕😕شو صار لتطبيق ؟ ما راضي يفتح مع الكل اكثر من ساعه,positive
انا والله في محافظة وياليت قبل مفتح البرنامج القى المحافظة,positive
ممتاز  موجود فيه كل مطابخ العالم ....لكن ينقصه الاكلات الشاميه,positive
تتطبيق ممتاز يوصل الطلب في الوقت والتجروبة ممتازة انصحكم في التجروبة,positive
تطبيق جميل جدا ولاكن أتمنى أنكم تتعاملون مع مطعم البيك,positive
مطحخحححطجچ كح،بس ديل بوسكي ديل تعريف ديل الكلب ضضضضضض ء،،ضص ضضضضضض ضض سياسه,positive
لو رسوم التوصيل تلغى او تخفض و بعض المطاعم سعرها غالي و جودتها مو اللي هي,positive
بصراحه برنامج مذهل حتا مطاعم لو تطلب منها تعطيك وقت محدد وتوصله لك بدون اي تاخير انصح الجميع بتحميله بدون اي تردد,positive
مرا جميل  حتى توصيلهم بالوقت نفسه بس تمنيت لو الحي النسيم يزيدوا مطاعم فيه مثل هارفي، وماكدلوندز,positive
"التطبيق لايفوتكم اذا كنتم جوعانين اطلبو الي تبغونو ومن محلكم المفضل انا وقت 
ماجعت اطلب ويجيك الاكل حار 😘😍😗😍😘😗😍😘😗😚😙🤗",positive
ممتاز روووعه بيسهل شحن الرصيد ودفع جميع الفواتير والواي فاي❤❤❤❤❤❤❤,positive
تطبيق أكثر من رائع ولكن لا يفتح في جميع أنواع الهواتف,positive
لو سمحت اكتب ازاى الكود وفين بظبط عشان احصل علي ٢٠ جنيه,positive
تطبيق جيد و بستغرب من الناس الي بعطو تقيم قليل,positive
نااااااارر والله من عرفت البرنامج ما ادق مطاعم الا على ماك عشانه مو موجود,positive
خدمه طلبات حلوه ياريت يسوون تصفيه للمطاعم السيئه وياخذون بعين الاعتبار اراء من بعد الطلب اكون شاكره,positive
ليس لي تجربه حتي الان سمعت فقط انها خدمه ممتازه وغير مكلفه,positive
رائع جدا .. طلبت و في أقل من ساعه وصل الطلب ❤,positive
ممتاز جدا جدا ارجوا الطلب للجميع صدقوني مابتندمون والله 🙏😲💯💯,positive
صراحه عجيب ومريح ويخلي الطلب مرتب ومضبوط اضبط من الاتصال,positive
التطبيق جدددددا رائع ...اختصر الوقت واعطاني الخيارات المتاحه فكل مكان وزمان  ...كل الشكر للقائمين عليه,positive
الحين كل ما اطلب  انا في مكة عايش في الشرائع ما جبلي إلى مطعمين وهي الطبيعية و بيتزا,positive
كنت عايز تكلفه المشوار من هايبر وان زايد الى ميدان التحرير,positive
السلام عليكم ورحمة الله وبركاته أن البرنامج جميل جدا لان يوصل الطلب بسرعه فائقه والطعام جميل جدا وشكرا لكم على هذا البرنامج الجميل,positive
ربنا مع كل اللي بيعمر هذا البلد ومن نجاح الي نجاح,positive
جميل لذيذ يعجز الوصف أول شي يعطيه ❤و 👏و برافو,positive
يتم تنفيذ الطلب على اكمل وجة وسريع عند التوصيل للمنزل ويقدمون المساعده عند اي مشكله تحصل في طلب او التطبيق وشكرا جزيلا طلبات🤩🤩🤩,positive
حلو مفيد وممتاز من ثامر علي العتيبي ( عيدكم مبارك ٢٠٢١,positive
جامد بس خلو في طلبات و عروض من المطعم ليكم انت م بس,positive
ممتاز جدا جدا جدا جربته اكثر من مره  ريحني كثيييير  القائمين عليه يعطيكم الف عافيه وعلى راسهم الموظف الخلوق خالد,positive
موقع جميل ولاكن يوجد مشكله بسيطه التأخير في بعض الأحيان,positive
الله يعطيكم العافية على هالموقع الي اكثر من رائع ... 😘😍,positive
انا كنت منزلة البرنامج ومرة واوحدة مبقاش شغال مسحتو ونزلتة تاني برضو مش شغال معرفش اية السبب ممكن حد يسعدني,positive
الرجاء التواصل معي بعتلكم اكثر من شكوى ومافي حدا بتواصل ليش مع الزبون,positive
أحسنت طتبيق في العالم وفيه جميع المطاعم بس ياليت تسوون نودز كوري حار,positive
Really this app is perfect and has alot of benefits.  Mohammed,positive
و الله احسن تطبيق من عروض من إدارة من سائقين رائعين شكرا لكم,positive
لو عندي سياره تويوتا 15 راكب موديل السنه اذاي أأجرها لسويفل.,positive
تمام اخواتي العزيزات البرنامج مياميا وشك فى الحط وافك لي,positive
ممتاز جدا وأسعار مناسبه وسهل الاستخدام لاكن حسب الشخص الي يوصل في منهم تعاملهم جيد جدا 💜❤️,positive
انه افضل موقع في العالم لقد اعجبني كثيرا انصح بالتحميله لانه يضيف للوجبات ماتريد و اي مطعم تريده وهو منتشر في العالم كله,positive
اهنئكم على خدمه العملاء في المحادثه المباشره ما قصرو الله يوفقهم ويعطيهم الف عافيه,positive
جداا روعه وما استغني عنه ابدا بس ياليت فيه طريقة تواصل مع المطعم اذا تأخر,positive
البرنامج لا يريد التحديث لثالث مره أنزل البرنامج ولا يريد الفتح,positive
للأمانه شي مرتب ونظيف وراقي اهتمام بالاكل وبالطلب وبالموعد شكراً كبابجي منها للأعلى,positive
برنامج مريح بس لو تحطون خدمه التتبع احسن نفس كاريج وكرافز,positive
تحت التجربه والشيء الي عاجبني فيكم انو تردو على تعليقات وآراء المستخدمين .,positive
جميل التطبيق افضل وارخص من هانقريستيشن بس ياريت يكون في خيارات اكتر بالمطاعم والعروض,positive
أريد اسأل سؤال عفيه جاوبوني..هذا التطبيق موجود بالعراق يعني اكو خدمة توصيل؟,positive
اسعار الموحوده في بعض المطاعم في طلبات اغلا من المطعم,positive
ممتاز بس محتاجين تزيدو خيارات افضل في منطقة روي لانها مظلومة,positive
البرنامج ممتاز والمطاعم الي جربتها تجي اسرع من لو اتصلت عليهم بالتلفون ، شكرا سهلتوا علينا,positive
الخبر الشماليه شارع الملك فهد تقاطع 13 مقابل شركة موبيلي,positive
البرنامج جميل و سهل لكن اتمنى توفير اختيارات اكثر للمطاعم لمختلف المناطق فهناك مناطق قريبه ولكنها لا توصل لمنطقتي,positive
شي جميل. بصراحة وفر علي زحمة الطريق والموقف عند المطاعم  جد شي رائع اشكركم على الفكرة هذي الله يوفقكم,positive
احسن برنامج وصل بسرررعه و الطلب ساخن و مثل ما طلبت لا زياده و لا نقصان,positive
تطبيق أكثرر من ممتاز ورائع لوفيه 10 نجوم جان حطيت,positive
جميل و مريح و مواعيد منضبطه ،و هدايا رحلات مخفضه و مجانيه,positive
جميل موقع طلبات.وارجوا وضع صور لجميع الوجبات لمعرفه الوجبه الصحيحه,positive
فغلا تطبيق الافضل من هالتطبيقات المدعيه انها توصل...انصحكم تستعملون هذا التطبيق وبس..وصل الطلب خلال نص ساعه,positive
لا يوجد عروض لمدينه معان في الاردن بينما العروض تشمل باقي المدن!,positive
مبسوط جدا و فخور إن في مصر خدمة توصيل زي swvl,positive
تطبيق ممتاز جدا احسن من تطبيق كريم ناو بكثير من ناحية الخدمة وجودة الاكل,positive
الاسعار بدات تزيد جدا و الاوتوبيس بيلف كتير في المكان ارجوا تنظيم الرحلات افضل,positive
برنامح ممتاز بس ما يعطون هدايا ولا كوبون للعملاء القديمين انا بستخدم البرنامج من يوم ما نزل لي اكثر من سنتين او ٣ سنوات,positive
صراحه مع الشعب من الاول ما نزل الإعلان نزلت طلبات,positive
انترنت وعندي ليش الطلبات مايشتغل من قبل كم يوم انا طالبة منهم أونلاين ليش الحين مايصير اطلب,positive
Please  add favorite button so i can locate my favorite restaurants fast and easy . .thank  you,positive
سرعه في توصيل ومصداقية اممممم يعني مرة طلبت من مطعم وحصل تأخير تواصلت معهم حصلت رد سريع وعطوني رقم سايق ولوكيشن حقه 🌷🇦🇪,positive
نظامه ايه هل له محطات معينه ولا بياخدنا من البيت زى اوبر وسعر الفرد كام من القاهره هرم الليبينى إلى طنطا,positive
"الاكل يوصل بوقته وحار مع انه ساكنه بمنطقه شويه بعيده،فترة رمضان كانو يطولون 
بسبب الضغط على المطاعم واتفاهم الموضوع طلبات استمر💜.",positive
السلام عليكم بالنسبة إلى سؤالي بس عن ازاي اخد ال50 ج كريذت بتاع طلبات باي,positive
ليه ما يكون فيه إضافة موقعي في الخريطة أفضل بنسبة لكم للوصول إلى موقع تسلم الطلب,positive
بجنن طلبة زنجر وقسموها وحطو بطاطا وكتشب كثير زاكي انصح الناس ينزلوه,positive
التطبيق جدا حلو وسهل ومفيد وانا طلبت من كنتاكي وبيتزا هت وجاني ف أقل من نصف ساعه,positive
صراحة مرات يكون كويس ومرات يخبط ويجيني الطلب باارد ومتأخر بس ما يمنع انه يكون كويس غالبا,positive
بجنن واقل من نص ساعه بكون طلب عندك روووعة كل مطاعم. موجودة,positive
تطبيق مميز جدا عن باقي التطبيقات و انا احب هذا التطبيق جدا,positive
لا زم كل المطاعم البعيده ول قريبه اذ المطعم بعيد من المنطقه ما يجبووه,positive
خدمه عملاء مميزه لشرح كافه التفاصيل والمساعدة على حل المشكله,positive
جزاكم الله خير على مساعدة الناس الغير قادرة على الخروج,positive
"البرنامج ذاااا رائع جدااا التوصيل سريع سريع بصراحه رائعين بجد اشكركم على 
البرنامج ذااا مذهل ماشاء الله تبارك الله❤💕❤💕❤💕❤💕❤💕❤💕❤❤💕",positive
تطبيق مميز يستحق اكتر من هيك بس بتمنی يكون كل المطاعم موجودة 💗,positive
برنامج حلو جددددااا وسهل مررره ويحدد كل الاماكن وما يتاخررر انصح الكل بتحميله مررررههه روووووعه ❤❤❤❤❤❤❤❤❤ شكرااااا طلبااات ✋,positive
"دائما بوصي من عندكم والطلب بيوصل قبل الوقت الي حددوا التطبيق بيعطي انو 
الطلب بيوصل خلال٣٠ دقيقة وبيصل قبل ❤تطبيق جميل انصح بتحميله",positive
مممتتتااز جدا ويوصل بل وقت إذ أ إتبعت التعليمات حق المطاعم والحلو فيه يوصل كل شئ حار نار,positive
تطبيق ممتاز عن تجربه شكرا جدا للمسؤولين عن التطبيق واخرهم موطل الطلبات,positive
التطبيق راائع و ما يحتاج إلى أي مجهود أنصحكم اتحملونه,positive
برنامج عن جد ممتاز وتستاهل خمسه نجوم وشكرا لكم على توصيل,positive
العروض كويسة والوقت كويس وكمان السعر مقارنة بالجودة برضو كويس ما شاء الله من خلال تجربتي فيه ممتاز وانصح الجميع بالتجربة,positive
جميل ولكن نحتاج الي خدخة الغاء الطلب في اقل من خمس دقائق,positive
انا امس طلبت داجاج تكساس في ممزر دبي و جانا الطلب كان حار و الببسي بارد واااايد حلو,positive
اربع نجوم لنة منطقتي ليس فيه مطاعم كثرية ولا هو جيد,positive
أحسن طلبات فل عالم ولا خلطه بس عندي أقتراح يضيفون خريطة لسايق فقط 😁,positive
التطبيق جميل جدا يسعدني اني اطلب منه أنه هذا التطبيق رائع و كل شي تريده تجده هنا اشكركم على هذا التطبيق الجميل,positive
جميللللللللل جدا قبل ما كان كلشي موجود بس هسة نزلوها 🥰🥰🥰,positive
الالتزام فى المواعيد سائقين على اعلى احترام وخبره نضافة الباصات,positive
احلئ تطبيق لحد الان. لانه بسهوله تطلب الاكل. بأسعار معقوله ومطاعم متنوعه. شكرا كثير. اعطيكم ٤ نجوم,positive
يعطيكم العافيه طب انا عندي توصيل في الطفيله عندي مصنع مياه في توصيل كرتون مياه وقواوير و قلان وشرنكات كيف بدي ادخل معكم في تطبيق,positive
افضل تطبيق تطبيق طلبات الاكل و اكثر و ان يكون فيه كل شيء وعن طلبات واكبر بس يكون كل شيء من الافضل,positive
هو كويس بس مش عارف ليه مش عاوز يبعت رمز التاكيد,positive
هو في حاجة غلط في المواعيد و الخط بقت قليلة والسعر غالي ومفيش خط ابو سليمان شارع الترعة أو عوايد محمودية,positive
كل لم تفتح التطبيق بقفل تانى هو في مشكلة وال ايه,positive
افضل برنامج لحجزات باصات شركه محترمه وعروض كتير شكرا سويفل,positive
التطبيق روعة جدا و الخصم شغال ده حتى مش خداع ده احترام,positive
ممتاز بالدقه والتوصيل بس لو مخ الهنود اللي يوصلوون طلبات احنا بخير,positive
بجنن التطبيق بس ممكن ما تقدري تطلبي من بعض المطاعم البعيدة عن بيتك,positive
عندنا في الأردن التطبيق والطلبات العروض ممتازة جدا ،،، بالتوفيق وإلى الأمام,positive
On with that 1 show in the world the of London,positive
شكراً للقائمين عليه ونرجوا زيادة اختيارات المطاعم خاصة في محافظة حفر الباطن بالسعودية,positive
اتمنى الرد عليا سريعا ..بقالى اسبوع مقدمة على مشوار من طنطا لاسكندرية ومعاد السفر يوم الأحد الجاى ارجوا الاهتمام والرد عليا,positive
⭐⭐⭐⭐⭐ لو في أكثر من خمس نجوم بعطيها مليون نجمة شكراً للي أخترعها,positive
خدمة جيدة جدا وممتازة يوجد به كل ماتريد من سوبر ماركت ومطاعم شهيره والعديد من الاشياء,positive
حضرتك أنا فاتح مطعم كبابجي ومحتاج اتواصل مع خدمه العملاء عشان انزل شغلي ف الابلكيشن,positive
برنامج ممتاز لاكن المشكله فيه أنه اوقات كتير بطلب واستني كتير وفي الأخر الأوردر يتلغي أو يختفي,positive
التطبيق ممتاز ولكن المطعم التافه اعتذر عن التوصيل لمنطقتي برغم وجوده من ضمن الخيارات التي اخترتها,positive
